date,sp500,nasdaq,us_vix,move,hyg,lqd,dxy,us10y,crude,usdinr,sensex,nifty,india_vix
2008-06-26,1283.1500244140625,2321.3701171875,23.93000030517578,133.6999969482422,31.0150203704834,50.904747009277344,72.48999786376953,4.0329999923706055,139.63999938964844,42.652000427246094,14421.8203125,4315.85009765625,32.849998474121094
2008-06-27,1278.3800048828125,2315.6298828125,23.440000534057617,132.5,30.92957305908203,50.854736328125,72.36000061035156,3.990000009536743,140.2100067138672,42.71500015258789,13802.2197265625,4136.64990234375,32.20000076293945
2008-06-30,1280.0,2292.97998046875,23.950000762939453,126.0,30.896699905395508,50.70973205566406,72.45999908447266,3.9790000915527344,140.0,42.85200119018555,13461.599609375,4040.550048828125,30.959999084472656
2008-07-01,1284.9100341796875,2304.969970703125,23.649999618530273,128.5,30.863943099975586,50.686614990234375,72.37000274658203,3.992000102996826,140.97000122070312,42.85200119018555,12961.6796875,3896.75,31.420000076293945
2008-07-02,1261.52001953125,2251.4599609375,25.920000076293945,133.10000610351562,30.840778350830078,50.651405334472656,72.02999877929688,3.9590001106262207,143.57000732421875,43.11399841308594,13664.6201171875,4093.35009765625,35.380001068115234
2008-07-03,1262.9000244140625,2245.3798828125,24.780000686645508,125.0999984741211,30.827510833740234,50.58614730834961,72.73999786376953,3.9730000495910645,145.2899932861328,43.196998596191406,13094.1103515625,3925.75,36.2599983215332
2008-07-04,1262.9000244140625,2245.3798828125,24.780000686645508,125.0999984741211,30.827510833740234,50.58614730834961,72.73999786376953,3.9730000495910645,145.2899932861328,43.084999084472656,13454.0,4016.0,35.66999816894531
2008-07-07,1252.31005859375,2243.320068359375,25.780000686645508,123.0,30.854007720947266,50.82218551635742,72.66999816894531,3.930000066757202,141.3699951171875,43.1510009765625,13525.990234375,4030.0,37.290000915527344
2008-07-08,1273.699951171875,2294.43994140625,23.149999618530273,118.9000015258789,30.7712459564209,51.09843826293945,73.01000213623047,3.880000114440918,136.0399932861328,43.29199981689453,13349.650390625,3988.550048828125,36.040000915527344
2008-07-09,1244.68994140625,2234.889892578125,25.229999542236328,116.0999984741211,30.665319442749023,51.133575439453125,72.58000183105469,3.8340001106262207,136.0500030517578,43.073001861572266,13964.259765625,4157.10009765625,34.27000045776367
2008-07-10,1253.3900146484375,2257.85009765625,25.59000015258789,118.69999694824219,30.705060958862305,50.84228515625,72.48999786376953,3.811000108718872,141.64999389648438,43.09199905395508,13926.240234375,4162.2001953125,32.16999816894531
2008-07-11,1239.489990234375,2239.080078125,27.489999771118164,129.1999969482422,30.665319442749023,50.45055389404297,72.0999984741211,3.940000057220459,145.0800018310547,42.832000732421875,13469.849609375,4049.0,33.0099983215332
2008-07-14,1228.300048828125,2212.8701171875,28.479999542236328,126.0,30.59252166748047,50.47562789916992,71.91999816894531,3.880000114440918,145.17999267578125,42.676998138427734,13330.509765625,4039.699951171875,31.510000228881836
2008-07-15,1214.9100341796875,2215.7099609375,28.540000915527344,126.0,30.119234085083008,50.4655876159668,71.87000274658203,3.8440001010894775,138.74000549316406,43.111000061035156,12676.1904296875,3861.10009765625,49.77000045776367
2008-07-16,1245.3599853515625,2284.85009765625,25.100000381469727,123.4000015258789,30.21853256225586,50.06886291503906,72.05999755859375,3.934000015258789,134.60000610351562,43.09199905395508,12575.7998046875,3816.699951171875,31.100000381469727
2008-07-17,1260.3199462890625,2312.300048828125,25.010000228881836,129.39999389648438,30.307884216308594,49.89806365966797,72.23999786376953,4.038000106811523,129.2899932861328,42.73099899291992,13111.849609375,3947.199951171875,35.34000015258789
2008-07-18,1260.6800537109375,2282.780029296875,24.049999237060547,131.0,30.7944278717041,49.80768966674805,72.19000244140625,4.080999851226807,128.8800048828125,42.715999603271484,13635.400390625,4092.25,36.25
2008-07-21,1260.0,2279.530029296875,23.049999237060547,131.10000610351562,30.946680068969727,49.862892150878906,71.98999786376953,4.066999912261963,131.0399932861328,42.65299987792969,13850.0400390625,4159.5,40.47999954223633
2008-07-22,1277.0,2303.9599609375,21.18000030517578,124.9000015258789,31.052595138549805,50.18435287475586,72.44999694824219,4.0970001220703125,127.94999694824219,42.65299987792969,14104.2001953125,4240.10009765625,35.54999923706055
2008-07-23,1282.18994140625,2325.8798828125,21.309999465942383,123.69999694824219,30.969850540161133,50.008583068847656,72.80999755859375,4.1479997634887695,124.44000244140625,41.99700164794922,14942.2802734375,4476.7998046875,37.77000045776367
2008-07-24,1252.5400390625,2280.110107421875,23.440000534057617,123.80000305175781,31.04267120361328,50.45055389404297,72.93000030517578,4.015999794006348,125.48999786376953,41.99599838256836,14777.009765625,4433.5498046875,40.290000915527344
2008-07-25,1257.760009765625,2310.530029296875,22.90999984741211,123.4000015258789,31.10886001586914,50.18435287475586,72.86000061035156,4.111000061035156,123.26000213623047,42.27799987792969,14274.9404296875,4311.85009765625,42.290000915527344
2008-07-28,1234.3699951171875,2264.219970703125,24.229999542236328,122.69999694824219,31.002954483032227,50.47562789916992,72.6500015258789,4.01800012588501,124.7300033569336,42.19200134277344,14349.1103515625,4332.10009765625,54.060001373291016
2008-07-29,1263.199951171875,2319.6201171875,22.030000686645508,121.30000305175781,31.009567260742188,50.35009002685547,73.30999755859375,4.044000148773193,122.19000244140625,42.51599884033203,13791.5400390625,4189.85009765625,61.72999954223633
2008-07-30,1284.260009765625,2329.719970703125,21.209999084472656,133.8000030517578,31.01616668701172,50.59116744995117,73.31999969482422,4.047999858856201,126.7699966430664,42.4109992980957,14287.2099609375,4313.5498046875,51.720001220703125
2008-07-31,1267.3800048828125,2325.550048828125,22.940000534057617,131.6999969482422,31.079069137573242,50.907596588134766,73.2300033569336,3.9790000915527344,124.08000183105469,42.433998107910156,14355.75,4332.9501953125,39.060001373291016
2008-08-01,1260.31005859375,2310.9599609375,22.56999969482422,118.30000305175781,30.940067291259766,50.723907470703125,73.41999816894531,3.947999954223633,125.0999984741211,42.433998107910156,14656.6904296875,4413.5498046875,38.4900016784668
2008-08-04,1249.010009765625,2285.56005859375,23.489999771118164,117.19999694824219,30.72672462463379,50.728946685791016,73.45999908447266,3.9719998836517334,121.41000366210938,42.433998107910156,14577.8701171875,4395.35009765625,40.2400016784668
2008-08-05,1284.8800048828125,2349.830078125,21.139999389648438,110.30000305175781,30.943410873413086,50.506988525390625,73.87999725341797,4.006999969482422,119.16999816894531,42.433998107910156,14961.0703125,4502.85009765625,35.65999984741211
2008-08-06,1289.18994140625,2378.3701171875,20.229999542236328,112.30000305175781,30.73672103881836,50.58266830444336,74.23999786376953,4.047999858856201,118.58000183105469,42.433998107910156,15073.5400390625,4517.5498046875,34.91999816894531
2008-08-07,1266.0699462890625,2355.72998046875,21.149999618530273,118.80000305175781,30.700056076049805,51.00147247314453,74.55000305175781,3.934999942779541,120.0199966430664,42.433998107910156,15117.25,4523.85009765625,35.66999816894531
2008-08-08,1296.3199462890625,2414.10009765625,20.65999984741211,109.0999984741211,30.753408432006836,51.0518798828125,75.8499984741211,3.950000047683716,115.19999694824219,42.433998107910156,15167.8203125,4529.5,35.13999938964844
2008-08-11,1305.3199462890625,2439.949951171875,20.1200008392334,107.4000015258789,30.666732788085938,50.81979751586914,76.12999725341797,4.001999855041504,114.44999694824219,42.433998107910156,15503.919921875,4620.39990234375,31.3700008392334
2008-08-12,1289.5899658203125,2430.610107421875,21.170000076293945,110.9000015258789,30.78672981262207,51.127567291259766,76.1500015258789,3.9179999828338623,113.01000213623047,42.433998107910156,15212.1298828125,4552.25,33.88999938964844
2008-08-13,1285.8299560546875,2428.6201171875,21.549999237060547,112.30000305175781,30.833415985107422,50.860164642333984,76.20999908447266,3.947000026702881,116.0,42.433998107910156,15093.1201171875,4529.0498046875,34.7599983215332
2008-08-14,1292.9300537109375,2453.669921875,20.34000015258789,111.80000305175781,30.833415985107422,51.00648880004883,76.66999816894531,3.8919999599456787,115.01000213623047,42.433998107910156,14724.1796875,4430.7001953125,35.2400016784668
2008-08-15,1298.199951171875,2452.52001953125,19.579999923706055,112.0999984741211,30.903390884399414,51.122528076171875,77.18000030517578,3.8519999980926514,113.7699966430664,42.433998107910156,14724.1796875,4430.7001953125,35.2400016784668
2008-08-18,1278.5999755859375,2416.97998046875,20.979999542236328,112.80000305175781,30.833415985107422,51.14271926879883,77.12000274658203,3.815999984741211,112.87000274658203,42.433998107910156,14645.66015625,4393.0498046875,35.2400016784668
2008-08-19,1266.68994140625,2384.360107421875,21.280000686645508,110.0999984741211,30.893413543701172,51.06196975708008,76.83999633789062,3.8420000076293945,114.52999877929688,42.433998107910156,14543.73046875,4368.25,34.91999816894531
2008-08-20,1274.5400390625,2389.080078125,20.420000076293945,110.69999694824219,30.886728286743164,51.0670280456543,76.95999908447266,3.7990000247955322,114.9800033569336,42.433998107910156,14678.23046875,4415.75,33.95000076293945
2008-08-21,1277.719970703125,2380.3798828125,19.81999969482422,109.4000015258789,30.843400955200195,50.76427459716797,76.19999694824219,3.8380000591278076,121.18000030517578,42.433998107910156,14243.73046875,4283.85009765625,36.54999923706055
2008-08-22,1292.199951171875,2414.7099609375,18.809999465942383,109.80000305175781,30.666732788085938,50.784461975097656,76.80999755859375,3.867000102996826,114.58999633789062,42.433998107910156,14401.490234375,4327.4501953125,35.7599983215332
2008-08-25,1266.8399658203125,2365.590087890625,20.969999313354492,109.5999984741211,30.833415985107422,51.11243438720703,76.79000091552734,3.7909998893737793,115.11000061035156,42.433998107910156,14450.349609375,4335.35009765625,45.11000061035156
2008-08-26,1271.510009765625,2361.969970703125,20.489999771118164,108.19999694824219,30.666732788085938,51.17295837402344,77.25,3.7839999198913574,116.2699966430664,43.67499923706055,14482.2197265625,4337.5,33.900001525878906
2008-08-27,1281.6600341796875,2382.4599609375,19.760000228881836,104.0999984741211,30.700056076049805,51.09226608276367,77.05000305175781,3.7720000743865967,118.1500015258789,43.65399932861328,14296.7900390625,4292.10009765625,32.79999923706055
2008-08-28,1300.6800537109375,2411.639892578125,19.43000030517578,103.0,30.74340057373047,51.082149505615234,77.1500015258789,3.7950000762939453,115.58999633789062,43.650001525878906,14048.33984375,4214.0,33.310001373291016
2008-08-29,1282.8299560546875,2367.52001953125,20.649999618530273,103.0,30.800064086914062,50.98127746582031,77.37999725341797,3.812999963760376,115.45999908447266,43.625,14564.5302734375,4360.0,31.670000076293945
2008-09-01,1282.8299560546875,2367.52001953125,20.649999618530273,103.0,30.800064086914062,50.98127746582031,77.37999725341797,3.812999963760376,115.45999908447266,43.9739990234375,14498.509765625,4348.64990234375,31.280000686645508
2008-09-02,1277.5799560546875,2349.239990234375,21.989999771118164,102.4000015258789,30.80677032470703,51.18245315551758,78.05999755859375,3.746000051498413,109.70999908447266,44.25699996948242,15049.8603515625,4504.0,30.450000762939453
2008-09-03,1274.97998046875,2333.72998046875,21.43000030517578,105.9000015258789,30.90744972229004,51.28384017944336,78.08999633789062,3.697000026702881,109.3499984741211,43.893001556396484,15049.8603515625,4504.0,30.450000762939453
